,# Carbons,"# Carbons, sp3",Fraction C sp3,# non-H atoms,"Heteroatoms (non H, nonC)",# ONS atoms,# Ns,# Aromatic Rings,# H-bond Acceptors,# H-bond Donors,cLogP,TPSA,Rotatable bonds,"MW, high >250 ","MW, mid","MW, low >200","Nitrogens, High (>=4)","Nitrogens, Mid (2 to 3)","Nitrogens, low (<=1)",H-Bond Donors (>=2),H-Bond Donors (1),H-Bond Donors (0),H-Bond Acceptors (>=4),H-Bond Acceptors (1 to 3),H-Bond Acceptors (0),clogP low,clogP mid,clogP high,TPSA low,TPSA mid,TPSA high,Hinderance,"Hinderance, binding","Hinderance, non binding",5 MR Heterocycles,6 MR Heterocycles,Alcohols,Aldehydes,Alkenes,Alkynes,Amides (all),Anilines (all),Carbamates,Carboxylic acids,Esters,Guanidines,Imides,Ketones,Nitriles,Nitro groups,Phenols,Sulfides,Sulfonamides,Sulfones,Tertiary amines,Ureas,Total FG,Amides- NH2,Amides- NHR,Anilines- NHR,Remote 6 MR Heterocycles (Br only),2-pyridyl-type 6 MR heterocycles (Br only),3/4-pyridyl-type 6 MR heterocycles (Br only),"N-O, N-S Bond",5 MR NH Heterocycles,5 MR NH Heterocycles 1N,5 MR NH Heterocycles >1N,5MR NX Heterocycles,5MR Heterocycles no NH,Piperidines (amines),Piperazines  (amines),Morpholines (amines),3-substituted (amines),4-Substituted (amines),Bridged Bicyclic (amines),Piperazines N-Alkyl ,Piperazines N-Carbonyl ,Piperazines N-Het ,Piperazines N-Aryl,MALDI Product Intensity,MALDI Internal Standard Intensity,Normalized MALDI Pdt/IS,Cu_cat,Ir_cat,Pd_cat,Ru_cat
865,15,11,0.73,21,6,5,1,1,4,1,3.12,59.42,4,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14137.0,880984.2,0.016046825811405017,0.0,0.0,1.0,0.0
866,13,3,0.23,23,10,6,3,2,4,0,3.73,63.16,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24554.0,657753.2,0.03733011105077102,0.0,0.0,1.0,0.0
867,17,6,0.35,25,8,4,3,2,3,0,2.77,46.09,4,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56394.0,613328.2,0.09194750869110536,0.0,0.0,1.0,0.0
868,19,8,0.42,29,10,6,4,2,5,1,4.77,67.35,6,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,944202.2,0.0,0.0,0.0,1.0,0.0
869,8,2,0.25,10,2,1,1,1,1,1,2.94,12.03,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3688.1,942235.2,0.003914203162862097,0.0,0.0,1.0,0.0
870,8,0,0.0,10,2,1,1,2,0,1,3.16,15.79,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2276.6,546554.0,0.004165370667857157,0.0,0.0,1.0,0.0
871,8,0,0.0,10,2,1,1,2,0,1,3.16,15.79,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6118.1,877797.2,0.006969833123186085,0.0,0.0,1.0,0.0
872,8,0,0.0,10,2,1,1,2,0,1,3.16,15.79,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9100.6,765209.8,0.01189294752889992,0.0,0.0,1.0,0.0
873,8,0,0.0,10,2,1,1,2,0,1,3.16,15.79,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35227.8,868021.8,0.04058400376580404,0.0,0.0,1.0,0.0
874,8,0,0.0,10,2,1,0,2,0,0,3.56,13.14,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,135637.5,971654.7,0.13959434354611774,0.0,0.0,1.0,0.0
875,8,0,0.0,10,2,1,0,2,0,0,3.56,13.14,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29286.9,263169.8,0.11128518545820988,0.0,0.0,1.0,0.0
876,8,0,0.0,10,2,1,0,2,0,0,3.56,13.14,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,174395.8,844344.2,0.20654586127316324,0.0,0.0,1.0,0.0
877,7,0,0.0,10,3,2,2,2,1,1,2.66,28.68,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5563.6,832785.0,0.006680715911069484,0.0,0.0,1.0,0.0
878,7,0,0.0,10,3,2,2,2,1,1,2.66,28.68,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17825.0,1039779.2,0.017143062680999962,0.0,0.0,1.0,0.0
879,7,0,0.0,10,3,2,1,2,1,0,2.48,26.03,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9591.2,737884.4,0.012998242001050571,0.0,0.0,1.0,0.0
880,7,0,0.0,10,3,2,1,2,1,0,2.34,26.03,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3101.0,319191.7,0.00971516489933792,0.0,0.0,1.0,0.0
881,7,0,0.0,10,3,2,1,2,1,0,2.34,26.03,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3224.0,722152.8,0.004464429134665129,0.0,0.0,1.0,0.0
882,6,0,0.0,10,4,3,3,2,2,1,2.27,41.57,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5757.2,810866.2,0.007100061637789317,0.0,0.0,1.0,0.0
883,6,0,0.0,10,4,3,2,2,2,0,2.92,38.92,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,52130.0,662406.9,0.0786978517282957,0.0,0.0,1.0,0.0
884,8,2,0.25,10,2,1,0,1,1,0,3.2,9.23,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252129.2,758967.4,0.3322003026743968,0.0,0.0,1.0,0.0
885,9,0,0.0,11,2,1,1,2,1,0,2.75,12.89,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790851.0,416521.2,1.898705275985952,0.0,0.0,1.0,0.0
886,9,0,0.0,11,2,1,1,2,1,0,2.96,12.89,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549175.7,532450.5,1.031411746256225,0.0,0.0,1.0,0.0
887,9,0,0.0,11,2,1,1,2,1,0,2.75,12.89,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822317.7,825709.9,0.9958917774874686,0.0,0.0,1.0,0.0
888,9,0,0.0,11,2,1,1,2,1,0,2.96,12.89,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935959.8,901638.4,1.0380655925923297,0.0,0.0,1.0,0.0
889,9,0,0.0,11,2,1,1,2,1,0,2.75,12.89,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872964.2,198070.9,4.407331920034696,0.0,0.0,1.0,0.0
890,9,0,0.0,11,2,1,1,2,1,0,2.96,12.89,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467254.3,379554.9,1.2310585372498155,0.0,0.0,1.0,0.0
891,9,0,0.0,11,2,1,1,2,1,0,2.75,12.89,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22618.0,7328.4,3.086348998417116,0.0,0.0,1.0,0.0
892,8,0,0.0,11,3,2,2,2,2,0,2.17,25.78,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563249.2,729877.4,0.7717038505370901,0.0,0.0,1.0,0.0
893,9,1,0.11,11,2,1,1,2,0,0,3.5,4.93,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,575716.7,598428.1,0.9620482393791334,0.0,0.0,1.0,0.0
894,8,1,0.13,11,3,2,2,2,1,1,2.77,28.68,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11260.0,500100.5,0.022515474389647683,0.0,0.0,1.0,0.0
895,8,1,0.13,11,3,2,1,2,1,0,2.75,26.03,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,584740.7,818416.0,0.7144785781314148,0.0,0.0,1.0,0.0
896,7,1,0.14,11,4,3,3,2,2,0,2.07,30.71,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,263614.6,293887.2,0.8969924515256192,0.0,0.0,1.0,0.0
897,8,0,0.0,10,2,1,0,2,0,0,4.07,0.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,418812.2,931875.2,0.44942949442157065,0.0,0.0,1.0,0.0
898,7,0,0.0,11,4,3,1,2,2,1,2.69,46.26,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2219.0,504303.5,0.004400128097465118,0.0,0.0,1.0,0.0
899,7,0,0.0,11,4,3,1,1,2,1,2.02,38.33,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1252.2,787009.4,0.001591086459704293,0.0,0.0,1.0,0.0
900,7,0,0.0,10,3,2,1,2,1,0,2.97,12.89,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,425800.5,894176.4,0.4761929525315139,0.0,0.0,1.0,0.0
901,9,0,0.0,12,3,2,2,2,1,1,3.25,28.68,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22511.2,657011.3,0.03426303322332508,0.0,0.0,1.0,0.0
902,9,0,0.0,12,3,2,2,2,1,0,3.15,17.82,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48513.0,761455.5,0.06371088001859597,0.0,0.0,1.0,0.0
903,9,0,0.0,12,3,2,1,2,1,0,3.11,26.03,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,77671.7,370738.3,0.20950546517583968,0.0,0.0,1.0,0.0
904,9,0,0.0,12,3,2,1,2,1,0,2.8,26.03,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,444240.3,757566.9,0.5864040522361788,0.0,0.0,1.0,0.0
905,9,2,0.22,12,3,2,1,1,1,1,2.42,29.1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70997.3,462376.4,0.15354871053107386,0.0,0.0,1.0,0.0
906,8,1,0.13,12,4,3,1,1,2,1,1.32,38.33,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8121.5,781906.1,0.01038679708471388,0.0,0.0,1.0,0.0
907,10,3,0.3,13,3,2,1,1,1,1,2.83,29.1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130659.9,975576.3,0.13393099032848582,0.0,0.0,1.0,0.0
908,8,0,0.0,13,5,4,2,2,2,1,3.16,61.61,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,294790.8,961164.7,0.3067016506120127,0.0,0.0,1.0,0.0
909,8,0,0.0,13,5,4,2,1,2,2,1.65,58.2,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091.5,460626.6,0.0023695982819923987,0.0,0.0,1.0,0.0
910,8,0,0.0,13,5,4,2,2,3,1,2.33,59.15,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5199.4,840352.4,0.006187166241210234,0.0,0.0,1.0,0.0
911,8,1,0.13,12,4,3,1,1,2,1,2.41,29.1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8075.2,870305.5,0.009278580912105,0.0,0.0,1.0,0.0
912,12,0,0.0,14,2,1,1,3,0,1,4.55,15.79,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1176.8,452436.4,0.0026010285644567947,0.0,0.0,1.0,0.0
913,12,0,0.0,14,2,1,0,3,0,0,4.95,13.14,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,515655.4,730260.6,0.7061251832564978,0.0,0.0,1.0,0.0
914,8,1,0.13,14,6,5,4,2,4,0,1.82,52.83,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2593.4,120410.7,0.02153795302244734,0.0,0.0,1.0,0.0
915,14,2,0.14,18,4,3,1,2,3,0,3.81,39.19,4,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72473.7,56199.7,1.2895744995080043,0.0,0.0,1.0,0.0
916,13,1,0.08,18,5,4,2,2,3,1,4.6,57.85,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6773.2,354121.0,0.019126795643297063,0.0,0.0,1.0,0.0
917,13,5,0.38,18,5,4,3,2,2,1,1.34,48.99,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2593.8,762285.9,0.0034026603404313264,0.0,0.0,1.0,0.0
918,15,6,0.4,19,4,3,2,2,1,0,2.41,25.24,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,270585.4,712754.6,0.3796333268140255,0.0,0.0,1.0,0.0
919,14,4,0.29,19,5,4,3,2,4,1,5.66,47.04,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,741898.1,0.0,0.0,0.0,1.0,0.0
920,13,3,0.23,19,6,5,2,2,4,1,3.98,64.21,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7658.8,530381.8,0.014440163670774525,0.0,0.0,1.0,0.0
921,16,2,0.13,21,5,4,2,3,3,0,4.61,44.12,4,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,543999.2,621679.3,0.8750479547895513,0.0,0.0,1.0,0.0
922,17,9,0.53,20,3,1,1,2,0,0,6.8,4.93,4,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4641.9,862317.1,0.005383054563106773,0.0,0.0,1.0,0.0
923,15,2,0.13,24,9,5,2,2,4,1,3.51,68.28,5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223494.1,519285.2,0.4303879640706109,0.0,0.0,1.0,0.0
924,18,7,0.39,31,13,7,3,2,5,0,5.32,55.32,6,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1037795.5,0.0,0.0,0.0,1.0,0.0
925,23,8,0.35,30,7,6,4,3,4,1,4.96,58.12,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4487.9,506206.9,0.008865742446418644,0.0,0.0,1.0,0.0
926,18,10,0.56,23,5,4,2,1,4,1,3.07,65.2,2,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52942.7,122959.8,0.4305691778939133,0.0,0.0,1.0,0.0
927,20,6,0.3,25,5,4,3,3,2,0,2.83,38.13,3,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,968437.4,984187.3,0.9839970501549856,0.0,0.0,1.0,0.0
928,22,9,0.41,31,9,8,2,1,6,2,3.52,105.17,7,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9800.4,736205.7,0.013312040371325568,0.0,0.0,1.0,0.0
