,# Carbons,"# Carbons, sp3",Fraction C sp3,# non-H atoms,"Heteroatoms (non H, nonC)",# ONS atoms,# Ns,# Aromatic Rings,# H-bond Acceptors,# H-bond Donors,cLogP,TPSA,Rotatable bonds,"MW, high >250 ","MW, mid","MW, low >200","Nitrogens, High (>=4)","Nitrogens, Mid (2 to 3)","Nitrogens, low (<=1)",H-Bond Donors (>=2),H-Bond Donors (1),H-Bond Donors (0),H-Bond Acceptors (>=4),H-Bond Acceptors (1 to 3),H-Bond Acceptors (0),clogP low,clogP mid,clogP high,TPSA low,TPSA mid,TPSA high,Hinderance,"Hinderance, binding","Hinderance, non binding",5 MR Heterocycles,6 MR Heterocycles,Alcohols,Aldehydes,Alkenes,Alkynes,Amides (all),Anilines (all),Carbamates,Carboxylic acids,Esters,Guanidines,Imides,Ketones,Nitriles,Nitro groups,Phenols,Sulfides,Sulfonamides,Sulfones,Tertiary amines,Ureas,Total FG,Amides- NH2,Amides- NHR,Anilines- NHR,Remote 6 MR Heterocycles (Br only),2-pyridyl-type 6 MR heterocycles (Br only),3/4-pyridyl-type 6 MR heterocycles (Br only),"N-O, N-S Bond",5 MR NH Heterocycles,5 MR NH Heterocycles 1N,5 MR NH Heterocycles >1N,5MR NX Heterocycles,5MR Heterocycles no NH,Piperidines (amines),Piperazines  (amines),Morpholines (amines),3-substituted (amines),4-Substituted (amines),Bridged Bicyclic (amines),Piperazines N-Alkyl ,Piperazines N-Carbonyl ,Piperazines N-Het ,Piperazines N-Aryl,MALDI Product Intensity,MALDI Internal Standard Intensity,Normalized MALDI Pdt/IS,Cu_cat,Ir_cat,Pd_cat,Ru_cat
259,18,11,0.61,23,5,5,4,1,3,3,1.23,56.4,2,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,317250.6,351982.7,0.9013244116827333,1.0,0.0,0.0,0.0
260,16,10,0.63,22,6,6,3,1,4,2,0.55,61.44,3,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,594022.7,0.0,1.0,0.0,0.0,0.0
261,10,4,0.4,12,2,2,2,1,2,1,2.09,15.27,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,224067.9,248590.7,0.9013527054712828,1.0,0.0,0.0,0.0
262,5,4,0.8,8,3,3,2,0,2,1,-1.05,32.34,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,249128.5,571014.3,0.4362911751947368,1.0,0.0,0.0,0.0
263,7,6,0.86,11,4,4,2,0,3,1,0.86,41.57,2,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,624476.6,742820.7,0.8406828188821339,1.0,0.0,0.0,0.0
264,5,5,1.0,7,2,2,2,0,2,1,-0.24,15.27,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,244557.2,543389.2,0.4500590000684593,1.0,0.0,0.0,0.0
265,9,8,0.89,13,4,4,3,0,3,2,-0.13,44.37,3,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,11169.7,30768.1,0.3630285913007304,1.0,0.0,0.0,0.0
266,4,4,1.0,6,2,2,1,0,2,1,0.39,12.03,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,495500.0,789220.2,0.6278349185689875,1.0,0.0,0.0,0.0
267,7,7,1.0,10,3,3,1,0,3,1,-0.53,30.49,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,662694.5,1066270.0,0.6215072167462276,1.0,0.0,0.0,0.0
268,6,6,1.0,7,1,1,1,0,1,1,1.45,12.03,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,144109.5,1003399.3,0.1436212881551741,1.0,0.0,0.0,0.0
269,10,9,0.9,13,3,3,2,0,2,1,1.01,32.34,3,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,739064.7,710347.1,1.0404275599914463,1.0,0.0,0.0,0.0
270,6,6,1.0,7,1,1,1,0,1,1,1.45,12.03,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,349805.4,503537.9,0.6946952751719384,1.0,0.0,0.0,0.0
271,5,5,1.0,7,2,2,1,0,2,2,-1.15,32.26,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,620058.5,697460.3,0.8890233608995379,1.0,0.0,0.0,0.0
272,8,7,0.88,11,3,3,1,0,3,1,0.32,38.33,3,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,566332.1,750543.1,0.75456306240108,1.0,0.0,0.0,0.0
273,6,6,1.0,7,1,1,1,0,1,1,1.45,12.03,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,610209.2,796964.2,0.76566701490481,1.0,0.0,0.0,0.0
274,12,6,0.5,13,1,1,1,1,1,1,2.87,12.03,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,162596.6,203065.5,0.8007101157015841,1.0,0.0,0.0,0.0
275,10,9,0.9,15,5,5,3,0,4,1,-1.22,44.81,2,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,230318.3,315270.0,0.7305430266121102,1.0,0.0,0.0,0.0
276,9,3,0.33,10,1,1,1,1,1,1,1.59,12.03,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,34480.8,48597.3,0.7095208993092209,1.0,0.0,0.0,0.0
277,11,5,0.45,13,2,2,2,1,2,1,2.61,15.27,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,202923.2,688491.9,0.2947357841101689,1.0,0.0,0.0,0.0
278,7,7,1.0,9,2,2,2,0,2,1,-0.37,15.27,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,744095.4,709984.8,1.0480441271418768,1.0,0.0,0.0,0.0
279,12,6,0.5,14,2,2,2,1,2,1,3.09,15.27,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,339367.0,573411.4,0.5918385996511405,1.0,0.0,0.0,0.0
280,17,5,0.29,19,2,2,2,2,2,1,3.22,15.27,3,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,629154.0,908918.2,0.6922009043278042,1.0,0.0,0.0,0.0
281,8,7,0.88,12,4,4,2,0,4,1,0.42,41.57,4,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,45713.7,336052.2,0.1360315450992435,1.0,0.0,0.0,0.0
282,10,10,1.0,12,2,2,2,0,2,1,1.7,15.27,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,790983.6,767918.1,1.030036406226133,1.0,0.0,0.0,0.0
283,6,5,0.83,9,3,3,2,0,2,1,-0.83,32.34,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,422966.5,630478.8,0.6708655390157449,1.0,0.0,0.0,0.0
284,6,6,1.0,8,2,2,2,0,2,1,0.29,15.27,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,164572.9,249851.4,0.6586831212472694,1.0,0.0,0.0,0.0
285,6,5,0.83,9,3,3,1,0,3,2,-1.85,49.33,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,126299.1,857495.5,0.1472883531167219,1.0,0.0,0.0,0.0
286,9,8,0.89,13,4,4,2,0,3,1,1.56,41.57,2,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,593123.1,745183.5,0.7959423417185163,1.0,0.0,0.0,0.0
287,11,11,1.0,13,2,2,2,0,2,1,1.77,15.27,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10703.7,692561.0,0.015455245097543755,1.0,0.0,0.0,0.0
288,9,9,1.0,12,3,3,3,0,3,1,0.3,18.5,4,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,307773.3,443938.4,0.6932792928027852,1.0,0.0,0.0,0.0
289,11,11,1.0,13,2,2,2,0,2,1,1.84,15.27,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14914.7,185619.0,0.0803511493974216,1.0,0.0,0.0,0.0
290,10,10,1.0,13,3,3,3,0,3,1,1.2,18.5,5,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,288090.2,521279.9,0.5526593294696381,1.0,0.0,0.0,0.0
291,7,6,0.86,10,3,3,1,0,3,1,-0.21,38.33,2,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,230927.1,584562.4,0.3950426849212334,1.0,0.0,0.0,0.0
292,8,8,1.0,10,2,2,2,0,2,1,1.22,15.27,2,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,60328.7,108284.3,0.5571324744214997,1.0,0.0,0.0,0.0
293,11,3,0.27,14,3,2,2,2,1,2,1.9,27.82,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,103624.0,195086.9,0.5311684177666466,1.0,0.0,0.0,0.0
294,11,5,0.45,12,1,1,1,1,1,1,2.49,12.03,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6996.8,126842.4,0.055161365600146325,1.0,0.0,0.0,0.0
295,17,3,0.18,19,2,2,2,3,1,2,3.14,27.82,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,74951.1,632947.4,0.11841600107686676,1.0,0.0,0.0,0.0
296,12,5,0.42,16,4,4,3,2,2,2,1.7,53.85,2,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,366630.9,197490.3,1.8564501648941747,1.0,0.0,0.0,0.0
297,11,5,0.45,12,1,1,1,1,1,1,2.49,12.03,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,251358.2,266658.9,0.9426207038279991,1.0,0.0,0.0,0.0
298,11,4,0.36,14,3,3,2,1,2,1,0.76,32.34,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,607475.2,905321.1,0.6710052378100985,1.0,0.0,0.0,0.0
299,13,3,0.23,15,2,2,1,2,1,1,2.8,12.03,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,171614.1,845690.1,0.20292788102875986,1.0,0.0,0.0,0.0
300,5,4,0.8,7,2,2,1,0,2,1,-0.47,29.1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,20998.5,470498.8,0.04463029448746735,1.0,0.0,0.0,0.0
301,7,6,0.86,11,4,4,3,0,2,1,0.26,35.58,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,189932.9,294874.6,0.6441141420793789,1.0,0.0,0.0,0.0
302,11,11,1.0,13,2,2,2,0,2,1,2.94,15.27,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,588050.7,677209.3,0.8683440998226101,1.0,0.0,0.0,0.0
303,13,7,0.54,15,2,2,2,1,2,1,2.24,15.27,4,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,372099.3,341731.9,1.0888632287474478,1.0,0.0,0.0,0.0
304,12,6,0.5,14,2,2,2,1,2,1,2.37,15.27,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,324533.7,351854.5,0.9223519949297224,1.0,0.0,0.0,0.0
305,12,2,0.17,13,1,1,1,2,1,1,2.21,12.03,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,82120.5,763802.7,0.1075153308570394,1.0,0.0,0.0,0.0
306,12,12,1.0,14,2,2,2,0,2,1,2.94,15.27,3,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,55892.4,88987.4,0.6280934154723029,1.0,0.0,0.0,0.0
307,15,9,0.6,23,8,5,2,1,3,1,2.42,49.41,5,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,486235.1,745011.4,0.6526545768292941,1.0,0.0,0.0,0.0
308,11,10,0.91,15,4,4,3,0,3,2,-0.19,58.36,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2108.6,10551.5,0.19983888546652132,1.0,0.0,0.0,0.0
309,19,7,0.37,21,2,2,2,2,2,1,3.83,15.27,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,281218.5,616701.7,0.4560040940376847,1.0,0.0,0.0,0.0
310,13,4,0.31,16,3,3,2,1,2,1,1.75,32.34,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,327937.3,698580.4,0.4694338690292485,1.0,0.0,0.0,0.0
311,5,5,1.0,10,5,5,2,0,3,1,-0.41,49.41,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,646237.7,493831.3,1.3086203729897234,1.0,0.0,0.0,0.0
312,6,6,1.0,10,4,1,1,0,1,1,1.08,12.03,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,313842.0,810674.6,0.38713683640760427,1.0,0.0,0.0,0.0
313,10,5,0.5,12,2,2,2,1,2,1,1.0,24.92,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,86285.8,532335.9,0.1620890118438377,1.0,0.0,0.0,0.0
314,7,7,1.0,9,2,2,1,0,2,1,1.01,21.26,2,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,107134.8,691473.0,0.15493706912634336,1.0,0.0,0.0,0.0
315,13,5,0.38,15,2,2,2,2,1,2,2.48,27.82,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4192.1,87540.0,0.04788782270961847,1.0,0.0,0.0,0.0
316,10,9,0.9,13,3,3,1,0,3,1,1.03,38.33,3,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,542456.4,423024.0,1.2823300805628048,1.0,0.0,0.0,0.0
317,10,10,1.0,13,3,3,3,0,3,1,-1.24,18.5,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,102013.8,110287.4,0.9249814575373072,1.0,0.0,0.0,0.0
318,10,4,0.4,15,5,5,4,2,4,1,1.79,41.05,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,608584.2,100540.2,6.053142921935702,1.0,0.0,0.0,0.0
319,11,5,0.45,13,2,2,2,1,2,1,1.71,15.27,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,289932.0,736364.0,0.3937346203779653,1.0,0.0,0.0,0.0
320,14,7,0.5,18,4,4,3,1,3,2,1.13,44.37,5,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,35585.7,609567.9,0.058378566194184425,1.0,0.0,0.0,0.0
321,13,6,0.46,17,4,4,2,1,3,2,2.0,50.36,4,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,399514.5,459441.8,0.8695649808093212,1.0,0.0,0.0,0.0
322,10,10,1.0,12,2,2,2,0,2,1,1.45,15.27,2,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5018.3,212316.4,0.023635950873319257,1.0,0.0,0.0,0.0
